,id,rec,loc,gen,sp,lat,lng,alt,type,q,length,bird-seen,file,en
238,59744,Bram Piot,Inhaca island,Camaroptera,brachyura,-26.023,32.907,10,call,B,0:32,yes,https://xeno-canto.org/59744/download,Green-backed Camaroptera
239,453382,Antonio Xeira,"Ponta do Ouro, Matutuíne",Camaroptera,brachyura,-26.8452,32.8925,10,song,C,0:28,yes,https://xeno-canto.org/453382/download,Green-backed Camaroptera
240,524433,Lynette Rudman,"Cheringoma, Sofala",Camaroptera,brevicaudata,-18.2316,35.273,280,call,C,1:11,no,https://xeno-canto.org/524433/download,Grey-backed Camaroptera
241,345935,Samuel Jones,"Mount Sanga, Niassa",Artisornis,moreaui,-12.3874,35.3408,1700,alarm call,A,0:13,yes,https://xeno-canto.org/345935/download,Long-billed Forest Warbler
242,345933,Samuel Jones,"Mount Sanga, Niassa",Artisornis,moreaui,-12.3874,35.3408,1700,alarm call,A,0:13,yes,https://xeno-canto.org/345933/download,Long-billed Forest Warbler
243,345932,Samuel Jones,"Mount Sanga, Niassa",Artisornis,moreaui,-12.3874,35.3408,1700,song,A,0:27,yes,https://xeno-canto.org/345932/download,Long-billed Forest Warbler
244,345931,Samuel Jones,"Mount Sanga, Niassa",Artisornis,moreaui,-12.3874,35.3408,1600,song,A,0:45,yes,https://xeno-canto.org/345931/download,Long-billed Forest Warbler
245,345929,Samuel Jones,Mount Chitagal,Artisornis,moreaui,-12.5925,35.2503,1750,song,A,0:11,yes,https://xeno-canto.org/345929/download,Long-billed Forest Warbler
246,345928,Samuel Jones,Mount Chitagal,Artisornis,moreaui,-12.5925,35.2503,1450,song,A,0:35,yes,https://xeno-canto.org/345928/download,Long-billed Forest Warbler
247,345941,Gabriel A. Jamie,"Sanga, Niassa",Artisornis,moreaui,-12.3874,35.3408,1600,song,B,0:13,yes,https://xeno-canto.org/345941/download,Long-billed Forest Warbler
248,345939,Gabriel A. Jamie,"Lago, Niassa",Artisornis,moreaui,-12.8268,35.1897,1800,song,B,0:06,yes,https://xeno-canto.org/345939/download,Long-billed Forest Warbler
249,345936,Gabriel A. Jamie,Mount Chitagal,Artisornis,moreaui,-12.5925,35.2503,1800,song,B,0:48,yes,https://xeno-canto.org/345936/download,Long-billed Forest Warbler
250,345934,Gabriel A. Jamie,Mount Chitagal,Artisornis,moreaui,-12.5925,35.2503,1800,song,B,0:43,yes,https://xeno-canto.org/345934/download,Long-billed Forest Warbler
251,652462,Niall Perrins,"San Sebastian, Vilanculos, Inhambane",Eremomela,scotops,-22.1274,35.4593,20,call,B,1:22,yes,https://xeno-canto.org/652462/download,Green-capped Eremomela
252,346037,David Moyer,"Mbatamila, Mecula, Niassa",Turdoides,jardineii,-12.168,37.5462,480,call,B,0:38,yes,https://xeno-canto.org/346037/download,Arrow-marked Babbler
