,SP,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Familiy,Order
1040,Cossypha_natalensis,370805,47,65.4591,66.0489,1800.0,3121.875,0.5898,1321.875,-67.26,Muscicapidae,Passeriformes
1041,Cossypha_natalensis,370805,48,66.6989,67.2062,1715.625,2503.125,0.5073,787.5,-70.28,Muscicapidae,Passeriformes
1042,Cossypha_natalensis,370805,49,67.7252,68.4566,1687.5,4021.875,0.7314,2334.375,-71.46,Muscicapidae,Passeriformes
1043,Cossypha_natalensis,370805,50,69.4594,70.0846,1743.75,3965.625,0.6252,2221.875,-71.68,Muscicapidae,Passeriformes
1044,Cossypha_natalensis,370805,51,70.5211,71.1699,1743.75,3404.779,0.6488,1661.029,-70.93,Muscicapidae,Passeriformes
1045,Cossypha_natalensis,370805,52,71.6595,72.1372,1870.312,2418.75,0.4778,548.437,-64.37,Muscicapidae,Passeriformes
1046,Cossypha_natalensis,370805,53,78.5938,79.3959,1499.724,3323.713,0.8022,1823.989,-75.4,Muscicapidae,Passeriformes
1047,Cossypha_natalensis,370805,54,79.7027,80.3279,1256.526,3242.647,0.6252,1986.121,-73.06,Muscicapidae,Passeriformes
1048,Cossypha_natalensis,370805,55,80.9443,81.6403,1580.79,3485.846,0.696,1905.055,-71.4,Muscicapidae,Passeriformes
1049,Cossypha_natalensis,370805,56,82.006,82.643,1540.257,2958.915,0.637,1418.658,-70.95,Muscicapidae,Passeriformes
1050,Cossypha_natalensis,370805,57,83.1356,83.7018,1742.923,2431.985,0.5662,689.062,-66.25,Muscicapidae,Passeriformes
1051,Cossypha_natalensis,370805,58,83.9377,84.2209,2101.3,2483.354,0.2831,382.054,-66.67,Muscicapidae,Passeriformes
1052,Cossypha_natalensis,370805,59,84.8461,85.5775,1582.797,2974.567,0.7314,1391.77,-72.31,Muscicapidae,Passeriformes
1053,Cossypha_natalensis,370805,60,88.9013,89.4085,1719.245,2483.354,0.5073,764.109,-68.51,Muscicapidae,Passeriformes
1054,Cossypha_natalensis,370805,61,89.6445,90.2461,1882.983,2456.064,0.6016,573.082,-63.16,Muscicapidae,Passeriformes
1055,Cossypha_natalensis,370805,62,90.482,91.0129,1910.272,2401.485,0.5309,491.213,-63.11,Muscicapidae,Passeriformes
1056,Cossypha_natalensis,370805,63,91.3078,91.7207,1882.983,2074.01,0.4129,191.027,-65.2,Muscicapidae,Passeriformes
1057,Cyanomitra_olivacea,721728,1,0.3273,0.4092,2756.25,3515.217,0.0819,758.967,-43.03,Nectariniidae,Passeriformes
1058,Cyanomitra_olivacea,721728,2,0.757,0.8388,2836.141,3595.109,0.0818,758.967,-42.16,Nectariniidae,Passeriformes
1059,Cyanomitra_olivacea,721728,3,1.1661,1.2479,2796.196,3475.272,0.0818,679.076,-38.87,Nectariniidae,Passeriformes
1060,Cyanomitra_olivacea,721728,4,1.8105,1.8821,2876.087,3515.217,0.0716,639.13,-38.42,Nectariniidae,Passeriformes
1061,Cyanomitra_olivacea,721728,5,2.5837,2.6553,2836.141,3475.272,0.0716,639.13,-38.08,Nectariniidae,Passeriformes
1062,Cyanomitra_olivacea,721728,6,3.5094,3.581,2916.033,3475.272,0.0716,559.239,-39.57,Nectariniidae,Passeriformes
1063,Cyanomitra_olivacea,721728,7,3.9793,4.0611,2836.141,3475.272,0.0818,639.13,-41.42,Nectariniidae,Passeriformes
1064,Cyanomitra_olivacea,721728,8,4.4191,4.501,2756.25,3555.163,0.0818,798.913,-39.96,Nectariniidae,Passeriformes
1065,Cyanomitra_olivacea,721728,9,4.8283,4.9408,2916.033,3555.163,0.1125,639.13,-40.88,Nectariniidae,Passeriformes
1066,Cyanomitra_olivacea,721728,10,5.9061,6.0186,2836.141,3475.272,0.1125,639.13,-42.44,Nectariniidae,Passeriformes
1067,Cyanomitra_olivacea,721728,11,6.3459,6.4585,2716.304,3555.163,0.1125,838.859,-42.57,Nectariniidae,Passeriformes
1068,Cyanomitra_olivacea,721728,12,6.8271,6.9192,2836.141,3475.272,0.0921,639.13,-39.92,Nectariniidae,Passeriformes
1069,Cyanomitra_olivacea,721728,13,7.7471,7.8392,2836.141,3515.217,0.0921,679.076,-41.89,Nectariniidae,Passeriformes
1070,Cyanomitra_olivacea,721728,14,8.8465,8.9488,2876.087,3595.109,0.1023,719.022,-42.92,Nectariniidae,Passeriformes
1071,Cyanomitra_olivacea,721728,15,9.3791,9.461,2796.196,3515.217,0.0818,719.022,-41.62,Nectariniidae,Passeriformes
1072,Cyanomitra_olivacea,721728,16,9.8701,9.952,2916.033,3475.272,0.0818,559.239,-41.39,Nectariniidae,Passeriformes
1073,Cyanomitra_olivacea,721728,17,10.6941,10.8168,2916.033,3675.0,0.1227,758.967,-40.28,Nectariniidae,Passeriformes
1074,Cyanomitra_olivacea,721728,18,11.4048,11.4866,2836.141,3555.163,0.0818,719.022,-41.1,Nectariniidae,Passeriformes
1075,Cyanomitra_olivacea,721728,19,11.8242,11.9469,2876.087,3515.217,0.1227,639.13,-43.42,Nectariniidae,Passeriformes
1076,Cyanomitra_olivacea,721728,20,12.3356,12.4175,2836.141,3515.217,0.0818,679.076,-43.09,Nectariniidae,Passeriformes
1077,Cyanomitra_olivacea,721728,21,12.9085,12.9698,2876.087,3555.163,0.0614,679.076,-41.37,Nectariniidae,Passeriformes
1078,Cyanomitra_olivacea,721728,22,13.3483,13.4199,2916.033,3595.109,0.0716,679.076,-43.01,Nectariniidae,Passeriformes
1079,Cyanomitra_veroxii,201314,1,0.3848,0.5643,2090.192,4547.58,0.1796,2457.388,-38.88,Nectariniidae,Passeriformes
1080,Cyanomitra_veroxii,201314,2,2.0649,2.206,2061.946,4660.564,0.1411,2598.617,-38.89,Nectariniidae,Passeriformes
1081,Cyanomitra_veroxii,201314,3,4.4954,4.598,1977.209,3728.451,0.1026,1751.242,-42.2,Nectariniidae,Passeriformes
1082,Cyanomitra_veroxii,201314,4,7.0015,7.1811,2090.192,4293.368,0.1796,2203.176,-39.36,Nectariniidae,Passeriformes
1083,Cyanomitra_veroxii,201314,5,9.5192,9.6603,2090.192,3982.664,0.1411,1892.471,-42.14,Nectariniidae,Passeriformes
1084,Cyanomitra_veroxii,201314,6,11.5521,11.6931,2005.455,4660.564,0.1411,2655.109,-43.66,Nectariniidae,Passeriformes
1085,Cyanomitra_veroxii,201314,7,13.7606,13.9146,2372.651,3558.976,0.1539,1186.325,-38.44,Nectariniidae,Passeriformes
1086,Cyanomitra_veroxii,201314,8,14.2352,14.3891,2118.438,4208.63,0.1539,2090.192,-38.7,Nectariniidae,Passeriformes
1087,Cyanomitra_veroxii,201314,9,14.4276,14.5558,2344.405,3389.501,0.1283,1045.096,-40.39,Nectariniidae,Passeriformes
1088,Cyanomitra_veroxii,201314,10,17.8277,17.9431,3163.534,4152.139,0.1154,988.604,-47.85,Nectariniidae,Passeriformes
1089,Cyanomitra_veroxii,201314,11,18.1868,18.3792,2118.438,4914.776,0.1924,2796.338,-40.46,Nectariniidae,Passeriformes
1090,Cyanomitra_veroxii,201314,12,20.7006,20.8545,2104.315,4293.368,0.1539,2189.053,-40.74,Nectariniidae,Passeriformes
1091,Cyanomitra_veroxii,201314,13,23.1824,23.3555,2005.455,4801.793,0.1731,2796.338,-42.64,Nectariniidae,Passeriformes
1092,Cyanomitra_veroxii,201314,14,25.3383,25.4666,1948.963,3797.979,0.1283,1849.016,-43.64,Nectariniidae,Passeriformes
1093,Cyanomitra_veroxii,201314,15,27.9612,28.1472,2323.764,4522.594,0.186,2198.83,-39.37,Nectariniidae,Passeriformes
1094,Cyanomitra_veroxii,201314,16,29.5965,29.7504,2223.817,3648.059,0.1539,1424.242,-40.35,Nectariniidae,Passeriformes
1095,Cyanomitra_veroxii,201314,17,31.3792,31.5332,2048.91,5172.248,0.1539,3123.338,-42.46,Nectariniidae,Passeriformes
1096,Cyanomitra_veroxii,201314,18,31.5845,31.7512,2298.777,3598.086,0.1667,1299.309,-37.57,Nectariniidae,Passeriformes
1097,Cyanomitra_veroxii,201314,19,33.6955,33.8238,2123.698,4328.042,0.1283,2204.344,-49.39,Nectariniidae,Passeriformes
1098,Asiio_capensis,685451,1,0.917,1.3331,2635.096,3604.327,0.4161,969.231,-53.34,Strigidae,Strigiformes
1099,Asiio_capensis,685451,2,1.868,2.1058,2513.942,3059.135,0.2377,545.192,-55.88,Strigidae,Strigiformes
1100,Asiio_capensis,685451,3,3.0143,3.4303,2725.962,3725.481,0.4161,999.519,-56.74,Strigidae,Strigiformes
1101,Asiio_capensis,685451,4,4.571,4.8343,2544.231,3695.192,0.2632,1150.962,-55.38,Strigidae,Strigiformes
1102,Asiio_capensis,685451,5,5.0211,5.2673,2968.269,3664.904,0.2462,696.635,-58.26,Strigidae,Strigiformes
1103,Asiio_capensis,685451,6,12.4674,12.7816,2453.365,3452.885,0.3142,999.519,-52.71,Strigidae,Strigiformes
1104,Asiio_capensis,685451,7,14.9769,15.3251,2453.365,3937.5,0.3481,1484.135,-55.9,Strigidae,Strigiformes
1105,Asiio_capensis,685451,8,17.4587,17.7135,2998.558,3664.904,0.2547,666.346,-55.17,Strigidae,Strigiformes
1106,Asiio_capensis,685451,9,19.354,19.6767,2423.077,3846.635,0.3227,1423.558,-51.58,Strigidae,Strigiformes
1107,Asiio_capensis,685451,10,19.9229,20.3474,2362.5,3664.904,0.4245,1302.404,-60.79,Strigidae,Strigiformes
1108,Asiio_capensis,685451,11,21.6662,22.0059,2483.654,3998.077,0.3396,1514.423,-64.21,Strigidae,Strigiformes
1109,Asiio_capensis,685451,12,24.0126,24.4372,2453.365,3755.769,0.4245,1302.404,-52.72,Strigidae,Strigiformes
1110,Asiio_capensis,685451,13,26.6982,27.1398,2635.096,3604.327,0.4415,969.231,-56.19,Strigidae,Strigiformes
1111,Asiio_capensis,685451,14,30.3192,30.6418,2847.115,3786.058,0.3227,938.942,-57.36,Strigidae,Strigiformes
1112,Asiio_capensis,685451,15,32.6739,33.0984,2847.115,3574.038,0.4245,726.923,-59.45,Strigidae,Strigiformes
1113,Asiio_capensis,685451,16,33.7522,33.9475,2635.096,3846.635,0.1953,1211.538,-61.3,Strigidae,Strigiformes
1114,Asiio_capensis,685451,17,35.1829,35.5862,2877.404,3725.481,0.4033,848.077,-61.19,Strigidae,Strigiformes
1115,Asiio_capensis,685451,18,36.6052,36.8854,2649.926,3925.816,0.2802,1275.89,-58.14,Strigidae,Strigiformes
1116,Asiio_capensis,685451,19,49.7311,49.8329,6379.451,7655.341,0.1019,1275.89,-48.5,Strigidae,Strigiformes
1117,Asiio_capensis,685451,20,51.9727,52.3717,2846.217,3598.665,0.3991,752.448,-58.77,Strigidae,Strigiformes
1118,Asiio_capensis,685451,21,55.0611,55.4687,2453.635,3598.665,0.4076,1145.03,-44.28,Strigidae,Strigiformes
1119,Asiio_capensis,685451,22,59.5756,59.8728,2486.35,3925.816,0.2972,1439.466,-65.39,Strigidae,Strigiformes
1120,Asiio_capensis,685451,23,61.8979,62.2715,2420.92,3991.246,0.3736,1570.326,-58.71,Strigidae,Strigiformes
1121,Asiio_capensis,685451,24,64.4144,64.754,2420.92,3893.101,0.3396,1472.181,-58.73,Strigidae,Strigiformes
1122,Asiio_capensis,685451,25,67.1677,67.4564,2617.211,3631.38,0.2887,1014.169,-42.31,Strigidae,Strigiformes
1123,Asiio_capensis,685451,26,72.174,72.5561,2453.635,3140.653,0.3821,687.018,-60.48,Strigidae,Strigiformes
1124,Asiio_capensis,685451,27,74.8826,75.1203,2519.065,3173.368,0.2377,654.303,-56.31,Strigidae,Strigiformes
1125,Asiio_capensis,685451,28,77.9445,78.1568,2617.211,3729.525,0.2123,1112.315,-60.67,Strigidae,Strigiformes
1126,Asiio_capensis,685451,29,80.6998,81.0607,2315.91,3150.0,0.3609,834.09,-60.13,Strigidae,Strigiformes
1127,Asiio_capensis,685451,30,83.5718,83.8117,2683.663,4035.937,0.2399,1352.274,-61.89,Strigidae,Strigiformes
1128,Asiio_capensis,685451,31,87.6505,87.8543,3125.391,3839.062,0.2038,713.672,-53.07,Strigidae,Strigiformes
1129,Asiio_capensis,685451,32,92.9388,93.253,2510.156,3691.406,0.3142,1181.25,-56.38,Strigidae,Strigiformes
1130,Asiio_capensis,685451,33,94.5633,94.8265,2854.687,3986.719,0.2632,1132.031,-60.77,Strigidae,Strigiformes
1131,Asiio_capensis,685451,34,95.319,95.6077,2510.156,3986.719,0.2887,1476.562,-62.16,Strigidae,Strigiformes
1132,Asiio_capensis,685451,35,97.8866,98.2347,2559.375,3888.281,0.3481,1328.906,-54.43,Strigidae,Strigiformes
1133,Asiio_capensis,685451,36,100.2556,100.5867,2510.156,4331.25,0.3311,1821.094,-53.68,Strigidae,Strigiformes
1134,Asiio_capensis,685451,37,103.5635,103.8267,2559.375,3839.062,0.2632,1279.688,-57.08,Strigidae,Strigiformes
1135,Asiio_capensis,685451,38,105.5626,105.9193,2460.937,3888.281,0.3566,1427.344,-51.65,Strigidae,Strigiformes
1136,Asiio_capensis,685451,39,110.7718,111.1285,2411.719,3839.062,0.3566,1427.344,-63.68,Strigidae,Strigiformes
1137,Asiio_capensis,685451,40,114.3427,114.6654,2460.937,3789.844,0.3227,1328.906,-57.74,Strigidae,Strigiformes
1138,Asiio_capensis,685451,41,119.7919,120.1485,2411.719,3986.719,0.3566,1575.0,-57.23,Strigidae,Strigiformes
1139,Asiio_capensis,685451,42,122.7928,123.107,2362.5,3986.719,0.3142,1624.219,-51.15,Strigidae,Strigiformes
1140,Asiio_capensis,685451,43,124.7967,125.1193,2411.719,3986.719,0.3227,1575.0,-53.69,Strigidae,Strigiformes
1141,Asiio_capensis,685451,44,127.8239,128.172,2460.937,3937.5,0.3481,1476.562,-53.74,Strigidae,Strigiformes
1142,Asiio_capensis,685451,45,130.9102,131.1904,2510.156,3937.5,0.2802,1427.344,-58.34,Strigidae,Strigiformes
1143,Asiio_capensis,685451,46,133.3077,133.7238,2460.937,3937.5,0.4161,1476.562,-54.93,Strigidae,Strigiformes
1144,Asiio_capensis,685451,47,136.3334,136.9278,2432.891,4865.782,0.5944,2432.891,-57.02,Strigidae,Strigiformes
1145,Asiio_capensis,685451,48,139.7942,140.1508,2432.891,3941.899,0.3566,1509.008,-52.12,Strigidae,Strigiformes
1146,Asiio_capensis,685451,49,142.1122,142.4178,2463.687,3849.511,0.3057,1385.824,-56.37,Strigidae,Strigiformes
1147,Asiio_capensis,685451,50,144.9028,145.2085,2525.279,3849.511,0.3057,1324.232,-59.47,Strigidae,Strigiformes
1148,Asiio_capensis,685451,51,147.5774,147.9426,2556.075,3911.103,0.3651,1355.028,-51.1,Strigidae,Strigiformes
1149,Asiio_capensis,685451,52,150.743,151.0826,2463.687,3941.899,0.3396,1478.212,-51.61,Strigidae,Strigiformes
1150,Pternistis_afer,597446,1,1.4825,1.5353,1340.055,3959.254,0.0527,2619.199,-54.43,Phasianidae,Galliformes
1151,Pternistis_afer,597446,2,1.588,1.6642,1461.878,5969.337,0.0762,4507.459,-53.18,Phasianidae,Galliformes
1152,Pternistis_afer,597446,3,1.7228,1.8165,1522.79,5847.514,0.0938,4324.724,-46.02,Phasianidae,Galliformes
1153,Pternistis_afer,597446,4,1.8751,1.922,1400.967,5542.956,0.0469,4141.989,-51.95,Phasianidae,Galliformes
1154,Pternistis_afer,597446,5,1.9689,2.0392,1522.79,5603.867,0.0703,4081.077,-47.55,Phasianidae,Galliformes
1155,Pternistis_afer,597446,6,2.1095,2.2267,1400.967,6334.807,0.1172,4933.84,-47.71,Phasianidae,Galliformes
1156,Pternistis_afer,597446,7,2.297,2.426,1400.967,5664.779,0.1289,4263.812,-48.83,Phasianidae,Galliformes
1157,Pternistis_afer,597446,8,2.4963,2.6135,1400.967,5786.602,0.1172,4385.635,-51.98,Phasianidae,Galliformes
1158,Pternistis_afer,597446,9,2.6721,2.7307,1400.967,5786.602,0.0586,4385.635,-55.14,Phasianidae,Galliformes
1159,Pternistis_afer,597446,10,2.7424,2.8127,1279.144,5847.514,0.0703,4568.37,-50.56,Phasianidae,Galliformes
1160,Pternistis_afer,597446,11,2.9768,3.0471,1157.32,5725.691,0.0703,4568.37,-53.46,Phasianidae,Galliformes
1161,Pternistis_afer,597446,12,3.0588,3.1408,1522.79,5482.044,0.082,3959.254,-54.09,Phasianidae,Galliformes
1162,Pternistis_afer,597446,13,3.1643,3.2229,1644.613,5482.044,0.0586,3837.431,-51.82,Phasianidae,Galliformes
1163,Pternistis_afer,597446,14,3.2698,3.3635,1400.967,5847.514,0.0938,4446.547,-50.18,Phasianidae,Galliformes
1164,Pternistis_afer,597446,15,4.0726,4.1604,1238.122,5194.737,0.0879,3956.615,-56.83,Phasianidae,Galliformes
1165,Pternistis_afer,597446,16,4.1604,4.2542,1215.789,5194.737,0.0938,3978.947,-60.02,Phasianidae,Galliformes
1166,Pternistis_afer,597446,17,4.2542,4.348,1657.895,6244.737,0.0938,4586.842,-62.59,Phasianidae,Galliformes
1167,Pternistis_afer,597446,18,4.5941,4.7113,1290.904,5191.383,0.1172,3900.479,-56.6,Phasianidae,Galliformes
1168,Pternistis_afer,597446,19,4.6995,4.805,1337.985,5351.942,0.1055,4013.956,-58.51,Phasianidae,Galliformes
1169,Pternistis_afer,597446,20,5.0394,5.1566,1284.466,5940.655,0.1172,4656.189,-58.39,Phasianidae,Galliformes
1170,Pternistis_afer,597446,21,5.1683,5.2621,1284.466,5244.903,0.0938,3960.437,-62.22,Phasianidae,Galliformes
1171,Pternistis_afer,597446,22,5.4262,5.5199,1445.024,5619.539,0.0938,4174.515,-59.66,Phasianidae,Galliformes
1172,Pternistis_afer,597446,23,5.5199,5.602,1445.024,5780.097,0.082,4335.073,-61.4,Phasianidae,Galliformes
1173,Pternistis_afer,597446,24,5.7895,5.8598,1552.063,2943.568,0.0703,1391.505,-59.67,Phasianidae,Galliformes
1174,Pternistis_afer,597446,25,5.9301,6.0121,1605.583,2783.01,0.082,1177.427,-60.75,Phasianidae,Galliformes
1175,Pternistis_afer,597446,26,6.1059,6.1997,1337.985,6475.85,0.0938,5137.864,-52.86,Phasianidae,Galliformes
1176,Pternistis_afer,597446,27,6.5395,6.6216,1445.024,13219.296,0.082,11774.272,-55.32,Phasianidae,Galliformes
1177,Pternistis_afer,597446,28,6.6333,6.7036,1391.505,13112.257,0.0703,11720.752,-58.05,Phasianidae,Galliformes
1178,Pternistis_afer,597446,29,7.1489,7.231,1337.985,13326.335,0.082,11988.35,-55.16,Phasianidae,Galliformes
1179,Pternistis_afer,597446,30,7.2661,7.313,1337.985,13219.296,0.0469,11881.311,-59.49,Phasianidae,Galliformes
1180,Pternistis_afer,597446,31,7.817,7.899,1337.985,14717.84,0.082,13379.854,-57.1,Phasianidae,Galliformes
1181,Pternistis_afer,597446,32,7.9459,8.0162,1337.985,14289.684,0.0703,12951.699,-59.69,Phasianidae,Galliformes
1182,Pternistis_afer,597446,33,8.4147,8.5319,1391.505,13593.932,0.1172,12202.427,-57.92,Phasianidae,Galliformes
1183,Pternistis_afer,597446,34,8.5553,8.6256,1552.063,13379.854,0.0703,11827.791,-58.35,Phasianidae,Galliformes
1184,Pternistis_afer,597446,35,9.348,9.4417,1284.466,13700.971,0.0938,12416.505,-60.54,Phasianidae,Galliformes
1185,Pternistis_afer,597446,36,9.4886,9.5589,1284.466,13433.374,0.0703,12148.908,-57.77,Phasianidae,Galliformes
1186,Pternistis_afer,597446,37,10.2855,10.3558,1230.947,13219.296,0.0703,11988.35,-55.59,Phasianidae,Galliformes
1187,Pternistis_afer,597446,38,10.4672,10.5199,1150.667,13085.498,0.0527,11934.83,-58.62,Phasianidae,Galliformes
1188,Pternistis_afer,597446,39,11.0356,11.1176,1337.985,13219.296,0.082,11881.311,-54.87,Phasianidae,Galliformes
1189,Pternistis_afer,597446,40,11.1997,11.2817,1766.141,13112.257,0.082,11346.117,-60.14,Phasianidae,Galliformes
1190,Pternistis_afer,597446,41,11.7739,11.8677,1445.024,13219.296,0.0938,11774.272,-56.72,Phasianidae,Galliformes
1191,Pternistis_afer,597446,42,11.938,12.0083,1337.985,12898.18,0.0703,11560.194,-59.39,Phasianidae,Galliformes
1192,Pternistis_afer,597446,43,12.5122,12.6529,1230.947,13326.335,0.1406,12095.388,-60.08,Phasianidae,Galliformes
1193,Pternistis_afer,597446,44,13.3912,13.4264,1552.063,12684.102,0.0352,11132.039,-59.61,Phasianidae,Galliformes
1194,Pternistis_afer,597446,45,14.3053,14.3757,1337.985,12791.141,0.0703,11453.155,-61.09,Phasianidae,Galliformes
1195,Pternistis_afer,597446,46,14.8675,14.9261,1284.466,12898.18,0.0586,11613.714,-57.68,Phasianidae,Galliformes
1196,Pternistis_afer,597446,47,15.5824,15.641,1391.505,12202.427,0.0586,10810.922,-65.44,Phasianidae,Galliformes
1197,Pternistis_afer,597446,48,16.1801,16.2739,1230.947,12844.66,0.0938,11613.714,-61.3,Phasianidae,Galliformes
1198,Pternistis_afer,597446,49,17.0943,17.1997,1337.985,13433.374,0.1055,12095.388,-60.14,Phasianidae,Galliformes
1199,Pternistis_afer,597446,50,17.7037,17.8443,1445.024,13112.257,0.1406,11667.233,-62.79,Phasianidae,Galliformes
1200,Pternistis_afer,597446,51,18.5467,18.6053,1244.326,11814.411,0.0586,10570.085,-66.71,Phasianidae,Galliformes
1201,Pternistis_afer,597446,52,19.1971,19.2909,1230.947,12095.388,0.0938,10864.442,-63.12,Phasianidae,Galliformes
1202,Pternistis_afer,597446,53,19.7948,19.8768,1337.985,13379.854,0.082,12041.869,-59.37,Phasianidae,Galliformes
1203,Pternistis_afer,597446,54,20.9316,20.9785,1337.985,13433.374,0.0469,12095.388,-63.07,Phasianidae,Galliformes
1204,Pternistis_afer,597446,55,21.9864,22.0567,1177.427,6796.966,0.0703,5619.539,-63.61,Phasianidae,Galliformes
1205,Pternistis_afer,597446,56,22.8536,22.9122,1284.466,5833.617,0.0586,4549.15,-60.79,Phasianidae,Galliformes
1206,Pternistis_afer,597446,57,24.4483,24.7882,2515.413,4602.67,0.3399,2087.257,-61.33,Phasianidae,Galliformes
1207,Pternistis_afer,597446,58,25.1281,26.136,2194.296,4174.515,1.0079,1980.218,-63.95,Phasianidae,Galliformes
1208,Pternistis_afer,597446,59,25.0812,25.1281,2461.893,2461.893,0.0469,0.0,-82.56,Phasianidae,Galliformes
1209,Pternistis_afer,597446,60,26.2766,26.4993,1445.024,6422.33,0.2227,4977.306,-65.89,Phasianidae,Galliformes
1210,Pternistis_afer,597446,61,27.1556,27.2259,1498.544,6368.811,0.0703,4870.267,-61.73,Phasianidae,Galliformes
1211,Pternistis_afer,597446,62,28.8063,28.8649,1284.466,6261.772,0.0586,4977.306,-64.35,Phasianidae,Galliformes
1212,Pternistis_afer,597446,63,30.5174,30.5877,1337.985,4870.267,0.0703,3532.282,-65.16,Phasianidae,Galliformes
1213,Pternistis_afer,597446,64,31.8476,31.9355,1337.985,6101.214,0.0879,4763.228,-67.24,Phasianidae,Galliformes
1214,Pternistis_afer,597446,65,32.8965,32.9785,1284.466,6582.888,0.082,5298.422,-69.67,Phasianidae,Galliformes
1215,Pternistis_afer,597446,66,33.6465,33.7051,1337.985,6689.927,0.0586,5351.942,-66.46,Phasianidae,Galliformes
1216,Zosterops_andersonni,104017,1,1.0478,1.422,2689.024,3585.366,0.3742,896.341,-59.47,Zosteropidae,Passeriformes
1217,Zosterops_andersonni,104017,2,2.8627,3.2369,2748.78,3645.122,0.3742,896.341,-54.49,Zosteropidae,Passeriformes
1218,Zosterops_andersonni,104017,3,4.6589,5.0332,2808.537,3764.634,0.3742,956.098,-53.16,Zosteropidae,Passeriformes
1219,Zosterops_andersonni,104017,4,9.0846,9.4494,2831.014,3631.803,0.3649,800.789,-54.07,Zosteropidae,Passeriformes
1220,Zosterops_andersonni,104017,5,10.9135,11.2831,2831.014,3591.585,0.3695,760.571,-56.18,Zosteropidae,Passeriformes
1221,Zosterops_andersonni,104017,6,12.7519,13.098,2864.741,3663.111,0.3461,798.37,-52.14,Zosteropidae,Passeriformes
1222,Zosterops_andersonni,104017,7,15.3914,15.7656,2958.667,3616.148,0.3742,657.482,-54.26,Zosteropidae,Passeriformes
1223,Zosterops_andersonni,104017,8,17.8892,18.2447,2817.778,3616.148,0.3555,798.37,-56.81,Zosteropidae,Passeriformes
1224,Upupa_africana,59751,1,0.9222,1.0628,545.192,666.346,0.1406,121.154,-29.84,Upupidae,Bucerotiformes
1225,Upupa_africana,59751,2,1.1243,1.256,545.192,666.346,0.1317,121.154,-30.26,Upupidae,Bucerotiformes
1226,Upupa_africana,59751,3,1.3438,1.458,545.192,666.346,0.1142,121.154,-29.01,Upupidae,Bucerotiformes
1227,Upupa_africana,59751,4,3.5484,3.689,514.904,666.346,0.1405,151.442,-30.81,Upupidae,Bucerotiformes
1228,Upupa_africana,59751,5,3.7768,3.891,514.904,666.346,0.1142,151.442,-29.68,Upupidae,Bucerotiformes
1229,Upupa_africana,59751,6,3.9525,4.093,514.904,666.346,0.1405,151.442,-31.19,Upupidae,Bucerotiformes
1230,Upupa_africana,59751,7,6.0253,6.1659,481.25,656.25,0.1405,175.0,-42.22,Upupidae,Bucerotiformes
1231,Upupa_africana,59751,8,6.2361,6.3767,481.25,700.0,0.1405,218.75,-41.93,Upupidae,Bucerotiformes
1232,Upupa_africana,59751,9,6.4469,6.5787,481.25,649.654,0.1317,168.404,-41.78,Upupidae,Bucerotiformes
1233,Upupa_africana,59751,10,7.6909,7.8402,494.975,649.654,0.1493,154.68,-42.87,Upupidae,Bucerotiformes
1234,Upupa_africana,59751,11,7.9017,8.051,525.911,649.654,0.1493,123.744,-40.25,Upupidae,Bucerotiformes
1235,Upupa_africana,59751,12,8.1477,8.2706,549.113,680.59,0.123,131.478,-40.89,Upupidae,Bucerotiformes
1236,Upupa_africana,59751,13,9.2104,9.3861,525.911,680.59,0.1757,154.68,-43.81,Upupidae,Bucerotiformes
1237,Upupa_africana,59751,14,9.4212,9.5442,494.975,649.654,0.123,154.68,-42.26,Upupidae,Bucerotiformes
1238,Upupa_africana,59751,15,10.5016,10.6421,525.911,649.654,0.1405,123.744,-43.43,Upupidae,Bucerotiformes
1239,Upupa_africana,59751,16,10.6948,10.8266,525.911,680.59,0.1317,154.68,-43.22,Upupidae,Bucerotiformes
1240,Upupa_africana,59751,17,11.9184,12.0765,494.975,618.718,0.1581,123.744,-44.16,Upupidae,Bucerotiformes
1241,Upupa_africana,59751,18,12.1292,12.2609,494.975,649.654,0.1317,154.68,-44.66,Upupidae,Bucerotiformes
1242,Upupa_africana,59751,19,12.34,12.4717,494.975,680.59,0.1317,185.616,-45.26,Upupidae,Bucerotiformes
1243,Upupa_africana,59751,20,14.439,14.5707,494.975,680.59,0.1317,185.616,-46.85,Upupidae,Bucerotiformes
1244,Upupa_africana,59751,21,14.6322,14.7991,494.975,649.654,0.1669,154.68,-45.24,Upupidae,Bucerotiformes
1245,Upupa_africana,59751,22,14.8449,14.9748,494.975,680.59,0.1299,185.616,-44.52,Upupidae,Bucerotiformes
1246,Upupa_africana,59751,23,16.7684,16.909,494.975,649.654,0.1405,154.68,-46.32,Upupidae,Bucerotiformes
1247,Upupa_africana,59751,24,16.9617,17.1022,525.911,680.59,0.1405,154.68,-43.52,Upupidae,Bucerotiformes
1248,Upupa_africana,59751,25,17.1725,17.3042,464.039,649.654,0.1317,185.616,-44.09,Upupidae,Bucerotiformes
1249,Upupa_africana,59751,26,18.6437,18.767,494.975,680.59,0.1233,185.616,-37.93,Upupidae,Bucerotiformes
1250,Upupa_africana,59751,27,18.8285,18.969,525.911,649.654,0.1405,123.744,-35.32,Upupidae,Bucerotiformes
1251,Upupa_africana,59751,28,19.048,19.171,464.039,680.59,0.123,216.551,-39.1,Upupidae,Bucerotiformes
